STUSPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
WA	5322640	02410469	Everett city	86628300	38939239	33.447	15.035	48.003267	-122.174223
WA	5322745	02410471	Everson city	3217593	53183	1.242	0.021	48.901845	-122.359371
WA	5322955	02408102	Fairchild AFB CDP	16913880	0	6.530	0.000	47.618832	-117.648159
WA	5322990	02412612	Fairfield town	1603634	0	0.619	0.000	47.384814	-117.174873
WA	5323160	02407983	Fairwood CDP	12596909	0	4.864	0.000	47.447062	-122.143586
WA	5323165	02408106	Fairwood CDP	9302962	2941	3.592	0.001	47.766843	-117.417070
WA	5323200	02408111	Fall City CDP	7335418	113381	2.832	0.044	47.569265	-121.913924
WA	5323340	02412622	Farmington town	882821	0	0.341	0.000	47.088887	-117.046349
WA	5323515	02410494	Federal Way city	57654365	515819	22.260	0.199	47.308837	-122.336104
WA	5323550	02408206	Felida CDP	7469896	371662	2.884	0.143	45.714310	-122.712657
WA	5323620	02410498	Ferndale city	17128152	216645	6.613	0.084	48.850827	-122.588631
WA	5323690	02584971	Fern Prairie CDP	12994543	0	5.017	0.000	45.636996	-122.396270
WA	5323795	02410502	Fife city	14723938	368362	5.685	0.142	47.232060	-122.351726
WA	5323830	02584972	Fife Heights CDP	3384118	0	1.307	0.000	47.258740	-122.344574
WA	5323865	02408211	Finley CDP	29952781	7779917	11.565	3.004	46.169450	-119.044842
WA	5323970	02410506	Fircrest city	4088437	0	1.579	0.000	47.230768	-122.515684
WA	5324188	02408214	Five Corners CDP	15288651	4329	5.903	0.002	45.688966	-122.570571
WA	5324425	02584974	Fobes Hill CDP	12056391	0	4.655	0.000	47.939220	-122.134076
WA	5324565	02408227	Fords Prairie CDP	9899641	161950	3.822	0.063	46.749087	-123.003741
WA	5324810	02410520	Forks city	9452942	0	3.650	0.000	47.953749	-124.388112
WA	5324915	02408242	Fort Lewis CDP	26595532	0	10.269	0.000	47.095425	-122.567515
WA	5325300	02584975	Four Lakes CDP	8740838	137462	3.375	0.053	47.557114	-117.581406
WA	5325370	02408253	Fox Island CDP	13514702	3037879	5.218	1.173	47.252115	-122.628574
WA	5325475	02408258	Frederickson CDP	29923816	45075	11.554	0.017	47.091848	-122.359391
WA	5325510	02408260	Freeland CDP	10055153	0	3.882	0.000	48.028208	-122.549774
WA	5325615	02412659	Friday Harbor town	5418626	186028	2.092	0.072	48.533947	-123.018995
WA	5326140	02412669	Garfield town	2269757	0	0.876	0.000	47.009883	-117.139614
WA	5326245	02408284	Garrett CDP	4956055	0	1.914	0.000	46.063431	-118.386306
WA	5326420	02408288	Geneva CDP	2748635	633907	1.061	0.245	48.744607	-122.406671
WA	5326455	02410581	George city	3453383	0	1.333	0.000	47.073315	-119.855415
WA	5326735	02410588	Gig Harbor city	15402900	11868	5.947	0.005	47.338246	-122.600778
WA	5326875	02408296	Glacier CDP	7637612	79063	2.949	0.031	48.891896	-121.932059
WA	5326945	02408297	Gleed CDP	14001038	0	5.406	0.000	46.659337	-120.602521
WA	5327365	02410608	Gold Bar city	2668477	0	1.030	0.000	47.856242	-121.691805
WA	5327435	02410612	Goldendale city	6537285	0	2.524	0.000	45.821398	-120.819116
WA	5327680	02584976	Gorst CDP	1688444	0	0.652	0.000	47.523379	-122.705482
WA	5327785	02408312	Graham CDP	90622099	459352	34.989	0.177	47.034316	-122.276854
WA	5327855	02410630	Grand Coulee city	3079671	261696	1.189	0.101	47.939588	-119.003526
WA	5327890	02408315	Grand Mound CDP	10167853	175263	3.926	0.068	46.806170	-123.013282
WA	5327925	02410638	Grandview city	16143886	206243	6.233	0.080	46.261350	-119.918768
WA	5327960	02410640	Granger city	4645605	37092	1.794	0.014	46.345295	-120.192674
WA	5327995	02410643	Granite Falls city	5655527	51737	2.184	0.020	48.090839	-121.970407
WA	5328135	02586733	Grapeview CDP	9502872	10579221	3.669	4.085	47.333339	-122.833321
WA	5328345	02408323	Grayland CDP	17710200	122678	6.838	0.047	46.841653	-124.091229
WA	5328450	02584977	Grays River CDP	52122496	170887	20.125	0.066	46.367836	-123.581335
WA	5328590	02584978	Green Bluff CDP	19790845	0	7.641	0.000	47.819004	-117.277000
WA	5328695	02408335	Greenwater CDP	3750094	100878	1.448	0.039	47.144224	-121.628469
WA	5329255	02412721	Hamilton town	2912939	0	1.125	0.000	48.522433	-121.995264
WA	5329430	02584979	Hansville CDP	27444942	45123404	10.597	17.422	47.907713	-122.570676
WA	5329710	02412728	Harrah town	557476	0	0.215	0.000	46.406958	-120.542260
WA	5329745	02410706	Harrington city	988111	0	0.382	0.000	47.480232	-118.255185
WA	5329920	02412729	Hartline town	859235	0	0.332	0.000	47.689426	-119.108144
WA	5330030	02584980	Hat Island CDP	1781337	10406	0.688	0.004	48.013340	-122.320562
WA	5330060	02412736	Hatton town	965033	0	0.373	0.000	46.773554	-118.827588
WA	5330305	02629813	Hazel Dell CDP	12530282	33830	4.838	0.013	45.681908	-122.652835
WA	5330690	02584981	Herron Island CDP	1232538	0	0.476	0.000	47.264721	-122.834853
WA	5330750	02584982	High Bridge CDP	18120741	176999	6.996	0.068	47.798303	-122.022478
WA	5331495	02408393	Hobart CDP	48673161	292010	18.793	0.113	47.409975	-122.010661
WA	5331530	02408394	Hockinson CDP	36284298	0	14.009	0.000	45.730592	-122.483772
WA	5331540	02584983	Hogans Corner CDP	798903	35128	0.308	0.014	47.041403	-124.161882
WA	5331985	02584984	Home CDP	16373148	93275	6.322	0.036	47.275684	-122.776773
WA	5332125	02586734	Hoodsport CDP	2729028	0	1.054	0.000	47.401980	-123.154126
WA	5332300	02410792	Hoquiam city	23370751	17038550	9.023	6.579	46.976412	-123.910803
WA	5332650	02408407	Humptulips CDP	24147607	418623	9.323	0.162	47.233739	-123.980539
WA	5332755	02412782	Hunts Point town	756863	19436	0.292	0.008	47.642430	-122.227432
WA	5333000	02410095	Ilwaco city	5435853	9914924	2.099	3.828	46.312687	-124.026732
WA	5333105	02408416	Inchelium CDP	68449859	104769	26.429	0.040	48.360081	-118.242384
WA	5333175	02412790	Index town	585074	0	0.226	0.000	47.821305	-121.555900
WA	5333280	02408424	Indianola CDP	12501718	1272135	4.827	0.491	47.755326	-122.511506
WA	5333380	02408426	Inglewood-Finn Hill CDP	15062709	5660022	5.816	2.185	47.720615	-122.233779
WA	5333560	02412795	Ione town	1374388	121376	0.531	0.047	48.740490	-117.421899
WA	5333805	02410123	Issaquah city	29467193	59736	11.377	0.023	47.540384	-122.042061
WA	5333890	02586735	Jamestown CDP	1509060	0	0.583	0.000	48.122839	-123.091043
WA	5334470	02408456	Junction City CDP	3666132	496209	1.416	0.192	46.968517	-123.758890
WA	5334575	02410159	Kahlotus city	1206183	0	0.466	0.000	46.643447	-118.556409
WA	5334645	02410160	Kalama city	7179311	6170	2.772	0.002	46.008491	-122.823406
WA	5334890	02584985	Kapowsin CDP	10670559	2619292	4.120	1.011	46.973609	-122.230845
WA	5334960	02584987	Keller CDP	24642852	0	9.515	0.000	48.085189	-118.716364
WA	5335065	02410174	Kelso city	21085896	920536	8.141	0.355	46.127435	-122.877161
WA	5335135	02408470	Kendall CDP	2105843	85234	0.813	0.033	48.915835	-122.140385
WA	5335170	02410181	Kenmore city	15929673	274558	6.150	0.106	47.752644	-122.246144
WA	5335275	02410184	Kennewick city	69756231	3696448	26.933	1.427	46.198265	-119.173645
WA	5335415	02410185	Kent city	74138971	1446698	28.625	0.559	47.385318	-122.216929
WA	5335450	02584988	Ketron Island CDP	893024	0	0.345	0.000	47.156281	-122.634125
WA	5335485	02411540	Kettle Falls city	2765416	2760	1.068	0.001	48.605850	-118.061674
WA	5335555	02584989	Key Center CDP	37750198	283228	14.575	0.109	47.331427	-122.754917
WA	5335625	02584990	Keyport CDP	1273994	535968	0.492	0.207	47.700067	-122.624300
WA	5335835	02408485	Kingsgate CDP	6105361	0	2.357	0.000	47.727301	-122.172983
WA	5335870	02408487	Kingston CDP	4837470	555898	1.868	0.215	47.801207	-122.499013
WA	5335940	02411552	Kirkland city	27938202	858601	10.787	0.332	47.684664	-122.191466
WA	5336045	02411553	Kittitas city	1967663	0	0.760	0.000	46.985107	-120.419654
WA	5336100	02584991	Klahanie CDP	4988443	42596	1.926	0.016	47.570970	-122.008391
WA	5336115	02408494	Klickitat CDP	2432820	0	0.939	0.000	45.817976	-121.162569
WA	5336395	02412849	Krupp town	1535125	0	0.593	0.000	47.410458	-118.988651
WA	5336710	02411566	La Center city	3288219	20757	1.270	0.008	45.866384	-122.666681
WA	5336745	02411588	Lacey city	41591445	1154883	16.059	0.446	47.043087	-122.798231
WA	5336780	02412852	La Conner town	1071193	262943	0.414	0.102	48.392564	-122.494453
WA	5336850	02412853	LaCrosse town	2008938	0	0.776	0.000	46.795573	-117.918637
WA	5336920	02584992	La Grande CDP	10998836	134238	4.247	0.052	46.810627	-122.283335
WA	5337077	02408533	Lake Bosworth CDP	8831061	414250	3.410	0.160	48.052526	-121.988562
WA	5337100	02584993	Lake Cassidy CDP	27379381	550522	10.571	0.213	48.066057	-122.082634
WA	5337105	02408535	Lake Cavanaugh CDP	1996330	3371468	0.771	1.302	48.316823	-122.010675
WA	5337270	02411603	Lake Forest Park city	9142581	307520	3.530	0.119	47.759687	-122.289512
WA	5337345	02584994	Lake Holm CDP	21655499	525961	8.361	0.203	47.306388	-122.129911
WA	5337415	02408539	Lake Ketchum CDP	5376746	98640	2.076	0.038	48.284002	-122.347167
WA	5337420	02408558	Lakeland North CDP	8406851	281707	3.246	0.109	47.337326	-122.282398
WA	5337430	02408559	Lakeland South CDP	12886199	376460	4.975	0.145	47.276838	-122.283797
WA	5337526	02408543	Lake McMurray CDP	2162259	564082	0.835	0.218	48.310915	-122.234305
WA	5337538	02408542	Lake Marcel-Stillwater CDP	3302817	147180	1.275	0.057	47.695094	-121.915104
WA	5337567	02408545	Lake Morton-Berrydale CDP	31792621	516260	12.275	0.199	47.332870	-122.103967
WA	5337672	02408549	Lake Roesiger CDP	10136848	1483038	3.914	0.573	47.975542	-121.905084
WA	5337830	02408552	Lake Shore CDP	4248622	0	1.640	0.000	45.691136	-122.691218
WA	5337900	02411607	Lake Stevens city	22990743	37802	8.877	0.015	48.002177	-122.093041
WA	5337917	02584995	Lake Stickney CDP	3959209	98005	1.529	0.038	47.871429	-122.257204
WA	5337920	02584996	Lake Tapps CDP	32114218	1976289	12.399	0.763	47.230707	-122.171247
WA	5337926	02408565	Lakeview CDP	2915437	0	1.126	0.000	47.375552	-119.504281
WA	5338038	02411615	Lakewood city	44470916	4597933	17.170	1.775	47.163278	-122.529535
WA	5338215	02412875	Lamont town	750288	0	0.290	0.000	47.200487	-117.905124
WA	5338355	02411623	Langley city	2787152	0	1.076	0.000	48.033665	-122.408061
WA	5338420	02584997	Larch Way CDP	2881250	0	1.112	0.000	47.842893	-122.252748
WA	5338495	02412879	Latah town	797039	0	0.308	0.000	47.282050	-117.155455
WA	5338705	02631350	Laurier CDP	159136	0	0.061	0.000	48.997349	-118.224648
WA	5338845	02410814	Leavenworth city	3178403	43293	1.227	0.017	47.593671	-120.664685
WA	5338880	02408594	Lebam CDP	3784046	0	1.461	0.000	46.564091	-123.550888
WA	5339212	02408605	Lewisville CDP	14524747	102869	5.608	0.040	45.816404	-122.508398
WA	5339335	02410834	Liberty Lake city	15894212	0	6.137	0.000	47.668713	-117.103089
WA	5339510	02412899	Lind town	2775484	0	1.072	0.000	46.970589	-118.614731
WA	5339860	02408624	Lochsloy CDP	19330806	0	7.464	0.000	48.059710	-122.041061
WA	5339930	02584998	Lofall CDP	5176954	179	1.999	0.000	47.810949	-122.652402
WA	5340070	02410867	Long Beach city	3495445	0	1.350	0.000	46.355640	-124.055650
WA	5340105	02584999	Longbranch CDP	51827010	821055	20.011	0.317	47.226027	-122.766723
WA	5340245	02410871	Longview city	37515771	763969	14.485	0.295	46.146846	-122.964124
WA	5340270	02408128	Longview Heights CDP	10931500	29816	4.221	0.012	46.180693	-122.957288
WA	5340350	02586736	Loomis CDP	2244419	0	0.867	0.000	48.823494	-119.639773
WA	5340385	02586737	Loon Lake CDP	8444714	0	3.261	0.000	48.068485	-117.629782
WA	5340570	02585000	Lower Elochoman CDP	3912209	0	1.511	0.000	46.218499	-123.369808
WA	5340735	02408154	Lyle CDP	1829241	0	0.706	0.000	45.695580	-121.280533
WA	5340770	02412927	Lyman town	1738323	238126	0.671	0.092	48.523723	-122.065301
WA	5340805	02410899	Lynden city	13388999	32595	5.170	0.013	48.950041	-122.453167
WA	5340840	02410900	Lynnwood city	20296246	43357	7.836	0.017	47.828978	-122.300676
WA	5340980	02410904	Mabton city	2069783	0	0.799	0.000	46.211038	-119.993905
WA	5341155	02408195	McChord AFB CDP	15128895	3086	5.841	0.001	47.132692	-122.492001
WA	5341225	02411061	McCleary city	5310374	57128	2.050	0.022	47.057605	-123.270263
WA	5341470	02408157	Machias CDP	6332801	0	2.445	0.000	47.991672	-122.051542
WA	5341645	02585001	McKenna CDP	2791830	100865	1.078	0.039	46.934723	-122.549865
WA	5341785	02585002	McMillin CDP	4284043	150894	1.654	0.058	47.126003	-122.235252
WA	5342275	02412933	Malden town	1728567	0	0.667	0.000	47.229591	-117.473215
WA	5342310	02631351	Malo CDP	299509	0	0.116	0.000	48.799764	-118.611923
WA	5342345	02633137	Malone CDP	23416343	14116	9.041	0.005	46.974382	-123.307427
WA	5342380	02586738	Malott CDP	4769387	0	1.841	0.000	48.291819	-119.695593
WA	5342415	02408166	Maltby CDP	50185848	188595	19.377	0.073	47.802086	-122.106217
WA	5342450	02408167	Manchester CDP	7575103	7062599	2.925	2.727	47.548620	-122.541299
WA	5342800	02412946	Mansfield town	793024	0	0.306	0.000	47.811827	-119.638393
WA	5342835	02586739	Manson CDP	3245479	0	1.253	0.000	47.885837	-120.156268
WA	5343010	02408171	Maple Falls CDP	6433981	144794	2.484	0.056	48.911797	-122.110763
WA	5343062	02408172	Maple Heights-Lake Desire CDP	10628877	521709	4.104	0.201	47.436234	-122.094316
WA	5343150	02411028	Maple Valley city	14815518	467062	5.720	0.180	47.367147	-122.034815
WA	5343255	02585003	Maplewood CDP	21468724	148496	8.289	0.057	47.365679	-122.566534
WA	5343325	02408175	Marblemount CDP	5621608	346525	2.171	0.134	48.536031	-121.437344
WA	5343395	02412955	Marcus town	595991	0	0.230	0.000	48.664271	-118.059389
WA	5343491	02408178	Marietta-Alderwood CDP	15070292	3754150	5.819	1.449	48.788096	-122.555162
WA	5343640	02408183	Markham CDP	2889192	45287	1.116	0.017	46.917388	-123.979777
WA	5343762	02408185	Marrowstone CDP	16317483	0	6.300	0.000	48.031999	-122.684007
WA	5343815	02408186	Martha Lake CDP	11789616	236620	4.552	0.091	47.844728	-122.233094
WA	5343885	02408188	Maryhill CDP	7294598	0	2.816	0.000	45.692754	-120.807170
WA	5343955	02411047	Marysville city	53558328	675874	20.679	0.261	48.082792	-122.152876
WA	5344165	02412963	Mattawa town	1927610	0	0.744	0.000	46.736448	-119.902340
WA	5344260	02408190	May Creek CDP	1611079	0	0.622	0.000	47.855547	-121.674114
WA	5344480	02585005	Mead CDP	18825328	0	7.269	0.000	47.779466	-117.349937
WA	5344585	02585006	Meadowdale CDP	2779841	0	1.073	0.000	47.858375	-122.316104
WA	5344620	02408806	Meadow Glade CDP	9979944	0	3.853	0.000	45.753046	-122.560980
WA	5344690	02411070	Medical Lake city	8811844	618707	3.402	0.239	47.571039	-117.689450
WA	5344725	02411071	Medina city	3719985	8673804	1.436	3.349	47.626452	-122.242838
WA	5345005	02411082	Mercer Island city	16370442	17583045	6.321	6.789	47.567716	-122.232776
WA	5345180	02411088	Mesa city	4237001	0	1.636	0.000	46.573628	-119.001278
WA	5345285	02412989	Metaline town	796934	5000	0.308	0.002	48.851568	-117.392283
WA	5345320	02412990	Metaline Falls town	554047	4907	0.214	0.002	48.861550	-117.370881
WA	5345355	02586740	Methow CDP	1753081	39408	0.677	0.015	48.131075	-120.005197
WA	5345495	02408829	Midland CDP	7866997	0	3.037	0.000	47.173402	-122.412024
WA	5345865	02411108	Mill Creek city	12095699	41432	4.670	0.016	47.864519	-122.206084
WA	5345870	02585007	Mill Creek East CDP	11518666	0	4.447	0.000	47.836049	-122.187671
WA	5345985	02413003	Millwood town	1816499	86770	0.701	0.034	47.685566	-117.280079
WA	5346020	02411114	Milton city	6496446	103929	2.508	0.040	47.251760	-122.312708
WA	5346090	02586741	Mineral CDP	1724181	0	0.666	0.000	46.719299	-122.185993
WA	5346125	02408837	Minnehaha CDP	5754626	15120	2.222	0.006	45.656548	-122.618003
WA	5346215	02408841	Mirrormont CDP	26857955	112145	10.370	0.043	47.460218	-121.990206
WA	5346405	02408849	Moclips CDP	4621616	69521	1.784	0.027	47.229623	-124.201499
WA	5346685	02411137	Monroe city	15658524	156304	6.046	0.060	47.860107	-121.983170
WA	5346725	02585009	Monroe North CDP	6319465	0	2.440	0.000	47.882534	-121.987952
WA	5346895	02411147	Montesano city	26972582	433491	10.414	0.167	47.014726	-123.585711
WA	5347175	02411171	Morton city	2129692	25025	0.822	0.010	46.557382	-122.281449
WA	5347245	02411173	Moses Lake city	40803686	7767724	15.754	2.999	47.119696	-119.276722
WA	5347280	02408872	Moses Lake North CDP	15722822	0	6.071	0.000	47.194372	-119.317262
WA	5347315	02411175	Mossyrock city	1770204	0	0.683	0.000	46.530496	-122.488668
WA	5347490	02411187	Mountlake Terrace city	10504527	274883	4.056	0.106	47.794330	-122.302610
WA	5347560	02411183	Mount Vernon city	31861703	796874	12.302	0.308	48.417071	-122.311832
WA	5347630	02408879	Mount Vista CDP	13572297	0	5.240	0.000	45.737258	-122.631568
WA	5347665	02411188	Moxee city	4381240	0	1.692	0.000	46.562302	-120.393740
WA	5347735	02411192	Mukilteo city	16580474	8039605	6.402	3.104	47.916719	-122.310694
WA	5347805	02413032	Naches town	1777751	0	0.686	0.000	46.727025	-120.694060
WA	5347980	02411210	Napavine city	6157254	28269	2.377	0.011	46.584773	-122.903167
WA	5348015	02408903	Naselle CDP	5884109	0	2.272	0.000	46.370501	-123.781565
WA	5348225	02408906	Navy Yard City CDP	1596806	1117719	0.617	0.432	47.550543	-122.666649
WA	5348295	02408908	Neah Bay CDP	6083763	0	2.349	0.000	48.360976	-124.611544
WA	5348330	02408910	Neilton CDP	25042728	0	9.669	0.000	47.403121	-123.878202
WA	5348540	02413040	Nespelem town	496705	0	0.192	0.000	48.166941	-118.972321
WA	5348550	02408915	Nespelem Community CDP	60838837	48989	23.490	0.019	48.165055	-119.051363
WA	5348645	02411243	Newcastle city	11518145	28798	4.447	0.011	47.531871	-122.165612
WA	5348820	02411249	Newport city	2782129	0	1.074	0.000	48.181170	-117.052352
WA	5349030	02585011	Nile CDP	1981184	0	0.765	0.000	46.836679	-120.945411
WA	5349193	02408928	Nisqually Indian Community CDP	7110864	8126	2.746	0.003	47.025961	-122.689456
WA	5349275	02411263	Nooksack city	1824824	0	0.705	0.000	48.927676	-122.321301
WA	5349415	02411268	Normandy Park city	6528019	10761448	2.520	4.155	47.427866	-122.350221
WA	5349485	02411270	North Bend city	11050689	94655	4.267	0.037	47.490386	-121.774045
WA	5349555	02411271	North Bonneville city	6230600	546145	2.406	0.211	45.641393	-121.972748
WA	5349765	02585012	North Fort Lewis CDP	15284965	1518629	5.902	0.586	47.121313	-122.594515
WA	5349940	02585013	North Lynnwood CDP	8086954	0	3.122	0.000	47.853347	-122.276256
WA	5349992	02408943	North Marysville CDP	3356560	0	1.296	0.000	48.111103	-122.145879
WA	5350007	02408944	North Omak CDP	29002940	0	11.198	0.000	48.443955	-119.445839
WA	5350045	02413056	Northport town	1500039	0	0.579	0.000	48.915853	-117.779895
WA	5350115	02585014	North Puyallup CDP	2653309	150287	1.024	0.058	47.201336	-122.274604
WA	5350183	02408950	North Sultan CDP	1528167	14961	0.590	0.006	47.882551	-121.822806
WA	5350195	02585015	Northwest Stanwood CDP	1822832	0	0.704	0.000	48.262397	-122.350113
WA	5350210	02408955	North Yelm CDP	8649474	120570	3.340	0.047	46.966029	-122.613261
WA	5350325	02413067	Oakesdale town	2692719	0	1.040	0.000	47.130419	-117.246548
WA	5350360	02411287	Oak Harbor city	24402812	134127	9.422	0.052	48.296608	-122.633922
WA	5350430	02411298	Oakville city	1284570	0	0.496	0.000	46.840158	-123.234652
WA	5350500	02408972	Ocean City CDP	8642469	172665	3.337	0.067	47.082487	-124.156910
WA	5350535	02408973	Ocean Park CDP	7848822	2146371	3.030	0.829	46.496743	-124.041381
WA	5350570	02411300	Ocean Shores city	22028863	10075667	8.505	3.890	46.970248	-124.152325
WA	5350745	02413073	Odessa town	2129301	0	0.822	0.000	47.332631	-118.689287
WA	5350920	02411309	Okanogan city	5047591	115742	1.949	0.045	48.368645	-119.577023
WA	5351300	02411318	Olympia city	46155665	4817831	17.821	1.860	47.041398	-122.896774
WA	5351340	02411320	Omak city	8877679	180230	3.428	0.070	48.412512	-119.537663
WA	5351410	02586742	Onalaska CDP	4124620	0	1.593	0.000	46.578281	-122.711030
WA	5351795	02408998	Orchards CDP	13990667	0	5.402	0.000	45.688838	-122.530467
WA	5351830	02586743	Orient CDP	1118719	0	0.432	0.000	48.863766	-118.205898
WA	5351970	02411338	Oroville city	4257415	90270	1.644	0.035	48.946055	-119.427208
WA	5352005	02411339	Orting city	7064991	177751	2.728	0.069	47.096930	-122.211686
WA	5352110	02409003	Oso CDP	7323637	59136	2.828	0.023	48.287426	-121.925108
WA	5352215	02411341	Othello city	9867349	0	3.810	0.000	46.822585	-119.165357
WA	5352267	02409004	Otis Orchards-East Farms CDP	20817879	307066	8.038	0.119	47.704932	-117.085150
WA	5352285	02585016	Outlook CDP	335596	0	0.130	0.000	46.331153	-120.092812
WA	5352378	02409009	Oyehut CDP	1554633	31979	0.600	0.012	47.021804	-124.163545
WA	5352495	02411349	Pacific city	6272190	28185	2.422	0.011	47.261974	-122.252429
WA	5352530	02585017	Pacific Beach CDP	3128410	66112	1.208	0.026	47.214154	-124.196799
WA	5352600	02586744	Packwood CDP	2580163	0	0.996	0.000	46.608523	-121.670267
WA	5352950	02411364	Palouse city	2786630	0	1.076	0.000	46.910322	-117.075340
WA	5353265	02585018	Parker CDP	307979	0	0.119	0.000	46.502179	-120.466826
WA	5353335	02409031	Parkland CDP	22367841	125448	8.636	0.048	47.141527	-122.437808
WA	5353440	02409037	Parkwood CDP	6746271	99182	2.605	0.038	47.525175	-122.604375
WA	5353545	02411381	Pasco city	78982156	9259722	30.495	3.575	46.250954	-119.131303
WA	5353720	02411382	Pateros city	1269812	0	0.490	0.000	48.055515	-119.900084
WA	5353800	02409041	Peaceful Valley CDP	43922820	142283	16.959	0.055	48.942256	-122.140702
WA	5353930	02413122	Pe Ell town	1533084	0	0.592	0.000	46.571234	-123.298135
WA	5354213	02633138	Picnic Point CDP	7864861	173419	3.037	0.067	47.876453	-122.308290
WA	5354405	02631352	Pine Grove CDP	1267859	0	0.490	0.000	48.650161	-118.683784
WA	5355015	02586745	Point Roberts CDP	12652231	22057	4.885	0.009	48.984669	-123.059496
WA	5355120	02411453	Pomeroy city	4602553	0	1.777	0.000	46.473933	-117.597194
WA	5355365	02411459	Port Angeles city	27704250	9896508	10.697	3.821	48.118955	-123.448344
WA	5355400	02409090	Port Angeles East CDP	9758266	2220252	3.768	0.857	48.109718	-123.367132
WA	5355540	02585019	Porter CDP	22993569	2430	8.878	0.001	46.948728	-123.280249
WA	5355612	02585020	Port Gamble Tribal Comunity CDP	10951660	1666263	4.228	0.643	47.846275	-122.557633
WA	5355620	02409092	Port Hadlock-Irondale CDP	17317602	2765100	6.686	1.068	48.033383	-122.786535
WA	5355645	02409093	Port Ludlow CDP	29883990	6684867	11.538	2.581	47.913810	-122.696165
WA	5355785	02411466	Port Orchard city	18750159	3303985	7.239	1.276	47.519008	-122.655060
WA	5355855	02411468	Port Townsend city	18075743	6422681	6.979	2.480	48.128530	-122.787936
WA	5355995	02411479	Poulsbo city	12095918	1560426	4.670	0.602	47.741083	-122.642153
WA	5356150	02585022	Prairie Heights CDP	9688012	10756	3.741	0.004	47.149332	-122.105297
WA	5356170	02409102	Prairie Ridge CDP	10587066	94993	4.088	0.037	47.144334	-122.139326
WA	5356240	02412506	Prescott city	1047136	0	0.404	0.000	46.298847	-118.312554
WA	5356450	02411497	Prosser city	11620553	98717	4.487	0.038	46.206244	-119.767120
WA	5356555	02585023	Puget Island CDP	19612598	514407	7.572	0.199	46.175652	-123.381854
WA	5356625	02411502	Pullman city	25594878	0	9.882	0.000	46.732670	-117.163454
WA	5356660	02585024	Purdy CDP	6069819	7296	2.344	0.003	47.396531	-122.604639
WA	5356695	02411504	Puyallup city	36071855	288536	13.927	0.111	47.178425	-122.285572
WA	5356905	02585025	Queets CDP	3605354	128681	1.392	0.050	47.526342	-124.344782
WA	5356975	02409117	Quilcene CDP	22819278	1013911	8.811	0.391	47.840679	-122.914640
WA	5357030	02585027	Qui-nai-elt Village CDP	1903456	0	0.735	0.000	47.250201	-124.190175
WA	5357115	02411507	Quincy city	12857733	207340	4.964	0.080	47.234232	-119.850814
WA	5357140	02585028	Raft Island CDP	814586	0	0.315	0.000	47.329013	-122.668774
WA	5357220	02412521	Rainier city	4481689	0	1.730	0.000	46.891669	-122.686601
WA	5357395	02409146	Ravensdale CDP	11524847	296975	4.450	0.115	47.356499	-121.962258
WA	5357430	02411525	Raymond city	10520715	1450296	4.062	0.560	46.683570	-123.739383
WA	5357465	02412534	Reardan town	1266509	14133	0.489	0.005	47.670094	-117.878575
WA	5357535	02411534	Redmond city	42174114	1715949	16.284	0.663	47.675716	-122.117219
WA	5357745	02410926	Renton city	59878791	1085159	23.119	0.419	47.476075	-122.192026
WA	5357850	02410927	Republic city	4121048	11415	1.591	0.004	48.648820	-118.733024
WA	5358235	02410937	Richland city	92505688	8790997	35.717	3.394	46.289428	-119.291794
WA	5358410	02410945	Ridgefield city	18332926	262493	7.078	0.101	45.817862	-122.671114
WA	5358725	02410959	Ritzville city	4409758	0	1.703	0.000	47.125815	-118.382142
WA	5358742	02409184	Riverbend CDP	7615399	185260	2.940	0.072	47.464503	-121.749846
WA	5358777	02409183	River Road CDP	853808	0	0.330	0.000	48.067901	-123.127723
WA	5358795	02412556	Riverside town	2520398	59392	0.973	0.023	48.513226	-119.515692
WA	5358865	02585029	Riverton CDP	3060876	0	1.182	0.000	47.494614	-122.311248
WA	5359110	02409192	Rochester CDP	6035007	0	2.330	0.000	46.828799	-123.072171
WA	5359145	02412562	Rockford town	1765563	0	0.682	0.000	47.451224	-117.130863
WA	5359180	02410975	Rock Island city	1588364	358814	0.613	0.139	47.374011	-120.138416
WA	5359250	02409196	Rockport CDP	942132	0	0.364	0.000	48.485376	-121.606604
WA	5359390	02585030	Rocky Point CDP	1932411	24596	0.746	0.009	47.586047	-122.668101
WA	5359635	02409206	Ronald CDP	2397565	0	0.926	0.000	47.233754	-121.033478
WA	5359705	02409207	Roosevelt CDP	9810698	0	3.788	0.000	45.733056	-120.236579
WA	5359775	02412576	Rosalia town	1593840	0	0.615	0.000	47.236478	-117.375889
WA	5359845	02585031	Rosburg CDP	59346104	722104	22.914	0.279	46.308141	-123.643445
WA	5359880	02585032	Rosedale CDP	11986613	2353	4.628	0.001	47.346052	-122.641448
WA	5360055	02411001	Roslyn city	11308727	0	4.366	0.000	47.270028	-121.141203
WA	5360160	02411010	Roy city	1256668	3402	0.485	0.001	46.990392	-122.540798
WA	5360230	02411011	Royal City city	3487197	0	1.346	0.000	46.905631	-119.624082
WA	5360510	02412586	Ruston town	664863	194971	0.257	0.075	47.300192	-122.507735
WA	5360580	02586746	Ryderwood CDP	416260	0	0.161	0.000	46.374868	-123.044179
